subject_id,target,budget_nights,predictor,seed,mae,rmse,bias,n_windows,n_nights,fit_windows,fit_nights,source
User01,temperature,1,D,2,5.095873704266128,5.7282540276593785,4.724068771780082,265852,136,1087,,reused_p8_by_seed
User01,humidity,1,D,2,50.83559287404788,52.34433434292376,50.83458993128283,265852,136,1087,,reused_p8_by_seed
User01,temperature,3,D,0,3.422585399666684,4.118620365827057,2.8037234782508804,265852,136,3050,,reused_p8_by_seed
User01,humidity,3,D,0,48.03255638121503,49.30313969063478,48.03255638121503,265852,136,3050,,reused_p8_by_seed
User01,temperature,3,D,1,3.728156905645134,4.488907515981963,2.8468665624451153,265852,136,3050,,reused_p8_by_seed
User01,humidity,3,D,1,47.31830149479246,48.748150155256646,47.31661554739034,265852,136,3050,,reused_p8_by_seed
User01,temperature,3,D,2,3.8462665272077814,4.463753991154234,3.0706727680847474,265852,136,3050,,reused_p8_by_seed
User01,humidity,3,D,2,46.136063201096164,47.79091070916257,46.132389295255926,265852,136,3050,,reused_p8_by_seed
User01,temperature,7,D,0,2.675806224379976,3.301888637016882,1.3417526582612096,265852,136,7675,,reused_p8_by_seed
User01,humidity,7,D,0,37.35240248330301,38.972747941533534,37.35240248330301,265852,136,7675,,reused_p8_by_seed
User01,temperature,7,D,1,2.8967871854552727,3.6426976102987507,1.1061665414416315,265852,136,7675,,reused_p8_by_seed
User01,humidity,7,D,1,35.954617351292306,37.80583777076071,35.9410814090112,265852,136,7675,,reused_p8_by_seed
User01,temperature,7,D,2,3.0798062881436334,3.697593889741152,1.7821706227415457,265852,136,7675,,reused_p8_by_seed
User01,humidity,7,D,2,34.96889347085068,37.10926330701914,34.94744080569522,265852,136,7675,,reused_p8_by_seed
User01,temperature,14,D,0,2.461814970613493,3.0725711802523517,0.5818292553723545,265852,136,21418,,reused_p8_by_seed
User01,humidity,14,D,0,19.34099013730991,22.12718642498549,19.129539154052217,265852,136,21418,,reused_p8_by_seed
User01,temperature,14,D,1,2.717773059429716,3.484713318737287,0.3123867012434162,265852,136,21418,,reused_p8_by_seed
User01,humidity,14,D,1,18.341086875787614,21.346805890709003,17.837210685409925,265852,136,21418,,reused_p8_by_seed
User01,temperature,14,D,2,2.6772860251189026,3.3355677007604903,0.7936897639937857,265852,136,21418,,reused_p8_by_seed
User01,humidity,14,D,2,17.931866495142593,21.282499008682212,17.238647270956438,265852,136,21418,,reused_p8_by_seed
User02,temperature,0,A,,4.854795038838032,5.146049409486777,-4.854795038838032,95839,36,430408,251,recomputed
User02,humidity,0,A,,25.052381038652857,28.405965402484995,-24.85030876242971,95839,36,430408,251,recomputed
User02,temperature,0,A_med,,4.817725560575549,5.111092763076777,-4.817725560575549,95839,36,430408,251,recomputed
User02,humidity,0,A_med,,25.721532987614644,29.029879750736477,-25.561159861851646,95839,36,430408,251,recomputed
User02,temperature,1,B,,1.9797695907004282,2.557931553792819,-1.9053147189207695,95839,36,3505,1,recomputed
User02,humidity,1,B,,13.718377422049306,16.64040243520558,9.356386500487874,95839,36,3505,1,recomputed
User02,temperature,1,B_med,,1.8992998674860966,2.493374394133883,-1.8177255605755487,95839,36,3505,1,recomputed
User02,humidity,1,B_med,,17.9328457099928,21.438201649081517,16.438840138148354,95839,36,3505,1,recomputed
User02,temperature,3,B,,1.8081720877055234,2.3466864781243277,-1.6106358281308482,95839,36,10353,3,recomputed
User02,humidity,3,B,,15.534438863669196,18.89400394718213,12.946905433231908,95839,36,10353,3,recomputed
User02,temperature,3,B_med,,1.8992998674860966,2.493374394133883,-1.8177255605755487,95839,36,10353,3,recomputed
User02,humidity,3,B_med,,18.683010048101504,22.21427852132448,17.438840138148354,95839,36,10353,3,recomputed
User02,temperature,7,B,,1.8108262031821327,2.3508302803651318,-1.616667359517346,95839,36,23058,7,recomputed
User02,humidity,7,B,,16.692969025232205,20.139936368792192,14.705645585281676,95839,36,23058,7,recomputed
User02,temperature,7,B_med,,1.8992998674860966,2.493374394133883,-1.8177255605755487,95839,36,23058,7,recomputed
User02,humidity,7,B_med,,17.9328457099928,21.438201649081517,16.438840138148354,95839,36,23058,7,recomputed
User02,temperature,14,B,,1.48573096058233,1.919235819041584,-0.8778818105755472,95839,36,44800,14,recomputed
User02,humidity,14,B,,13.423178270840754,16.232223134306857,8.609532102434065,95839,36,44800,14,recomputed
User02,temperature,14,B_med,,1.8992998674860966,2.493374394133883,-1.8177255605755487,95839,36,44800,14,recomputed
User02,humidity,14,B_med,,12.382193052932521,14.796689052197374,5.438840138148353,95839,36,44800,14,recomputed
User02,temperature,0,C,0,4.98890344884399,5.322680213385161,-4.98890344884399,95839,36,,,frozen_predictions
User02,humidity,0,C,0,21.71618773265025,25.87397339191383,-21.042309363907663,95839,36,,,frozen_predictions
