subject_id,target,budget_nights,first,second,seed,role,n_nights,n_windows,first_mae,second_mae,point_estimate,ci_lower,ci_upper,interval,night_median_delta,proportion_nights_second_better,n_resamples,rng_seed,level
User01,humidity,7,B,E,2,sensitivity,136,265852,35.52395960310471,30.51757207394242,5.006387529162286,4.610082086097845,5.411192734530788,above_zero,4.8476365370191274,0.9852941176470589,2000,0,0.95
User01,humidity,7,D,E,0,primary,136,265852,37.35240248330299,29.762046793452583,7.590355689850405,7.113113630149083,8.014959686823156,above_zero,7.9328173735092165,0.9852941176470589,2000,0,0.95
User01,humidity,7,D,E,1,sensitivity,136,265852,35.95461735129232,29.556800873097192,6.3978164781951286,5.913001436803583,6.874988388525287,above_zero,5.933507979410093,0.9852941176470589,2000,0,0.95
User01,humidity,7,D,E,2,sensitivity,136,265852,34.968893470850674,30.51757207394242,4.451321396908252,3.9807497234095846,4.910452319136273,above_zero,5.0373587724685684,0.8897058823529411,2000,0,0.95
User01,humidity,14,B,D,0,primary,136,265852,19.094125299780064,19.340990137309916,-0.2468648375298521,-0.5317371068791731,0.08197974439503446,includes_zero,-0.337217495133995,0.4264705882352941,2000,0,0.95
User01,humidity,14,B,D,1,sensitivity,136,265852,19.094125299780064,18.341086875787614,0.7530384239924501,0.40416205486862766,1.1670153852098335,above_zero,0.6604104323847402,0.6102941176470589,2000,0,0.95
User01,humidity,14,B,D,2,sensitivity,136,265852,19.094125299780064,17.931866495142607,1.1622588046374567,0.7118916916710328,1.6214800611850841,above_zero,1.1614091457160463,0.6102941176470589,2000,0,0.95
User01,humidity,14,B,E,0,primary,136,265852,19.094125299780064,15.786125678465483,3.307999621314581,2.7510568752710416,3.8516258961248515,above_zero,2.939784876291217,0.8161764705882353,2000,0,0.95
User01,humidity,14,B,E,1,sensitivity,136,265852,19.094125299780064,16.515323596853243,2.578801702926821,2.240031189773442,2.898874134097301,above_zero,2.874647761692047,0.8602941176470589,2000,0,0.95
User01,humidity,14,B,E,2,sensitivity,136,265852,19.094125299780064,15.782843130867887,3.311282168912177,2.741264994189254,3.8719474036871686,above_zero,2.752842572798368,0.8308823529411765,2000,0,0.95
